"Name of Satellite, Alternate Names"	Country of Operator/Owner	Operator/Owner	Users	Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	Dry Mass (kg.)	Power (watts)	Date of Launch	Expected Lifetime	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																														
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")"	Germany/USA	"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas"	Civil	Earth Science	LEO	Polar	0	482	506	1.75E-03	89	94.49	480	445	150	3/17/2002	5 yrs.	Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH	Germany/USA	Plesetsk Cosmodrome	Rokot	2002-012A	27391	"Map gravitational mini-variations caused by sea-level changes, glaciers and melting/freezing of ice sheets by measuring distance between satellites."		JMSatcat304	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.csr.utexas.edu/grace/	http://nssdc.gsfc.nasa.gov/spacewarn/spx581.html																																																																																																																																																																																																																																	
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")"	Germany/USA	"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas"	Civil	Earth Science	LEO	Polar	0	482	507	1.82E-03	89	94.5	480	445	150	3/17/2002	5 yrs.	Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH	Germany/USA	Plesetsk Cosmodrome	Rokot	2002-012B	27392	"Map gravitational mini-variations caused by sea-level changes, glaciers and melting/freezing of ice sheets by measuring distance between satellites."		JMSatcat304	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.csr.utexas.edu/grace/	http://nssdc.gsfc.nasa.gov/spacewarn/spx581.html																																																																																																																																																																																																																																	
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)"	Japan	Japan Aerospace Exploration Agency (JAXA)	Civil	Earth Science	LEO	Sun-Synchronous	0	668	670	1.42E-04	98.05	98.12	"1,750"		"3,800"	1/23/2009	5 yrs.	Mitsubishi Electric	Japan	Tanegashima Space Center	H2A	2009-002A	33492	Observe the concentration and distribution of greenhouse gases across most of the Earth's surface.		SC- ASCR 4/09	http://www.jaxa.jp/projects/sat/gosat/index_e.html	http://envisat.esa.int/object/index.cfm?fobjectid=5096																																																																																																																																																																																																																																		
GSAT-12	India	Indian Space Research Organization (ISRO)	Government	Communications	GEO		82.94	"35,761"	"35,811"	5.93E-04	0.09	1436.1	"1,410"	559	"1,430"	7/15/2011	8 yrs.	Indian Space Research Organization (ISRO)	India	Sriharikota Launch Station	PSLV C17	2011-034A	37746	C-band expansion at this location. Designed for quick turn-around deployment.		SC - ASCR 9/11	http://www.isro.org/satellites/gsat-12.aspx	http://www.planet4589.org/space/log/geo.log	http://www.lib.cas.cz/space.40/2011/034A.HTM																																																																																																																																																																																																																																	
GSAT-2	India	Indian Space Reseaerch Organization (ISRO)	Government	Communications/Technology Development	GEO		48.04	"35,776"	"35,796"	2.37E-04	0.04	1436.07	"1,825"			5/8/2003	3-5 yrs.	Indian Space Research Organization (ISRO)	India	Satish Dhawan Space Center	GSLV D2	2003-018A	27807	"4 C-band, 2 Ku-band; mobile satellite service."		JM/12_08	http://www.spacenewsfeed.co.uk/2003/11May2003.html#Launches	http://nssdc.gsfc.nasa.gov/spacewarn/spx595.html	http://www.isro.org/pressrelease/May20_2003.htm																																																																																																																																																																																																																																	
GSAT-8	India	Indian Space Research Organization (ISRO)	Government	Communications/Navigation	GEO		55	"35,782"	"35,796"	1.66E-04	0.09	1436.23	"3,093"	"1,426"	"6,250"	5/20/2011	12 yrs.	Indian Space Research Organization (ISRO)	India	Guiana Space Center	Ariane 5	2011-022A	37602	Direct-to-home broadcast  and other domestic needs. Equipped with GAGAN (GPS Aided GEO Augmented Navigation).		SC - ASCR 9/11	http://articles.timesofindia.indiatimes.com/2011-05-21/india/29568098_1_gsat-8-communication-satellite-indian-national-satellite-system	http://www.lib.cas.cz/space.40/2011/022A.HTM	http://www.planet4589.org/space/log/geo.log	http://ibnlive.in.com/news/gsat8-launched-to-boost-dth-services/153058-11.html	http://www.isro.org/satellites/geostationary.aspx																																																																																																																																																																																																																															
"Haiyang 1B (HY 1B, Ocean 1B)"	China (PR)	State Oceanic Administration (SOA)	Government	Meteorology	LEO		0	783	813	2.09E-03	98.6	100.84	500		450	4/11/2007	3 yrs.	Dongfanghong Satellite Corporation Ltd.	China (PR)	Taiyuan Launch Center	Long March 2C	2007-010A	31113	Ocean-imaging surveillance satellite.				http://nssdc.gsfc.nasa.gov/spacewarn/spx642.html	http://directory.eoportal.org/pres_HY1BHaiyang1BOcean1B.html																																																																																																																																																																																																																																	
Haiyang 2A (HY 2A)	China (PR)	State Oceanic Administration (SOA)	Government	Meteorology	LEO		0	928	943	1.03E-03	99.4	103.6	"1,500"			8/15/2011	3 yrs.	China Academy of Space Technology (CAST)	China (PR)	Taiyuan Launch Center	Long March 4B	2011-043A	37781	Ocean-imaging surveillance satellite.		SC - ASCR 9/11	http://www.nasaspaceflight.com/2011/08/chinas-surge-haiyang-21a-launch-long-march-4b/	http://www.lib.cas.cz/space.40/2011/043A.HTM	https://infeo1.eo.esa.int:8091/get_announce.php?an_id=10003620	http://articles.janes.com/articles/Janes-Space-Systems-and-Industry/Haiyang-series-China.html																																																																																																																																																																																																																																
HAMSat (VUSat Oscar 52)	India	Indian Space Research Organization (ISRO)	Government/Civil	Communications	LEO	Sun-Synchronous	0	618	646	2.00E-03	97.2	97.2	43	42		5/5/2005		Indian Space Research Organization (ISRO)	India	Satish Dhawan Space Center	PSLV C6	2005-017B	28650	Microsatellite; India's contribution to amateur radio UHF and VHF for Southeast Asia.		SC - ASCR	http://www.isro.org/pressrelease/May05_2005.htm	http://www.lib.cas.cz/www/space.40/2005/017B.HTM	http://www.niar.org/vusat/	http://nssdc.gsfc.nasa.gov/spacewarn/spx619.html	http://www.amsat.org/amsat-new/satellites/sat_summary/hamsat.php																																																																																																																																																																																																																															
Hawksat-1	USA	Hawk Institute for Space Science	Civil	Technology Development	LEO		0	427	467	2.93E-03	40.47	93.52	1			5/19/2009		Hawk Institute for Space Sciences/Pumpkin	USA	Wallops Island Flight Facility	Minotaur 1	2009-028D	35004	Technology development.		SC - ASCR	http://www.lib.cas.cz/space.40/2009/028C.HTM			http://www.dd1us.de/spacesounds%204.html																																																																																																																																																																																																																																
Helios 1A 	France/Italy/Spain	Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA)	Military	Reconnaissance	LEO	Sun-Synchronous	0	679	681	1.42E-04	98	98.35	"2,494"	"1,210"	"2,200"	7/7/1995	5 yrs.	Matra Marconi Space/CNES (Astrium)	France	Guiana Space Center	Ariane 5	1995-033A	23605	Optical reconnaissance; cannot see through clouds or at night.		JM/304	http://perso.wanadoo.fr/eurospace/espdatabase/index.html		http://www.space.com/news/ariane_spy_991201_wg.html	http://www.defense-aerospace.com/article-view/release/110499/france-to-launch-helios-2b-spy-satellite.html																																																																																																																																																																																																																																
Helios 2A 	France/Italy/Belgium/Spain/Greece	Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA)	Military	Reconnaissance	LEO	Sun-Synchronous	0	681	683	1.42E-04	98.1	98	"4,200"	"1,500-1,900"	"2,900"	12/18/2004	5 yrs.	EADS Astrium	France/UK/Germany/Spain	Guiana Space Center	Ariane 5G	2004-049A	28492	Optical reconnaissance; independent military intelligence capability for the EU (France has financed 90% of the B series).		SC - ASCR	http://www.yenra.com/satellite-imaging/	http://www.forum-europe.com/NDA/index.html?http://www.forum-europe.com/NDA/news_detail.asp?ID=319&block=true&frame=yes~main	http://nssdc.gsfc.nasa.gov/spacewarn/spx614.html	http://www.cnn.com/2004/TECH/space/12/18/french.satellite.ap/	http://www.space.com/missionlaunches/ariane5_helios_launch_041218.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																														
Helios 2B	France/Italy/Belgium/Spain/Greece	Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA)	Military	Reconnaissance	LEO	Sun-Synchronous	0	679	682	2.13E-04	98.1	98.37	"4,200"	"1,500-1,900"	"2,900"	12/18/2009	5 yrs.	EADS Astrium	France/UK/Germany/Spain	Guiana Space Center	Ariane 5	2009-073A	36124	"Optical reconnaissance, independent military intelligence capability for the EU (France has financed 90% of the B series)."		SC - ASCR	http://www.france24.com/en/20091218-france-lauches-spy-satellite-helios-2b-kourou-guiana-military-space-intelligence	http://www.space-travel.com/reports/Ariane_5_Getting_Ready_To_Launch_Helios_2B_Reconn_Satellite_999.html	http://www.lib.cas.cz/space.40/2009/073A.HTM	http://www.defense-aerospace.com/article-view/release/110499/france-to-launch-helios-2b-spy-satellite.html																																																																																																																																																																																																																																
